idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
34,admin.,single,secondary,1880,1,0,23,5,297,1,0
41,blue-collar,married,unknown,732,1,0,16,5,25,1,0
53,management,married,tertiary,5261,0,1,25,7,1209,3,0
26,admin.,single,secondary,712,1,0,6,5,232,1,0
28,student,single,secondary,28,0,0,29,1,220,2,0
54,retired,married,primary,0,1,0,11,7,159,2,0
42,technician,married,secondary,827,0,0,25,8,153,3,0
29,student,single,secondary,110,1,0,7,5,169,3,0
49,unemployed,married,tertiary,377,0,0,22,5,158,1,0
32,services,married,secondary,-344,0,1,4,2,44,1,0
29,admin.,single,tertiary,261,0,0,17,3,136,19,0
60,blue-collar,married,unknown,104,1,0,5,5,22,1,0
51,retired,married,primary,610,0,0,9,6,86,2,0
40,housemaid,divorced,secondary,4328,0,0,20,8,133,2,0
44,blue-collar,married,tertiary,1371,0,0,13,5,788,3,0
47,blue-collar,married,primary,193,1,0,29,8,171,2,0
32,blue-collar,single,unknown,258,1,0,18,5,291,2,0
43,blue-collar,married,primary,56,0,0,12,5,365,2,0
59,retired,married,secondary,136,0,0,6,8,301,4,0
24,blue-collar,married,secondary,1222,1,0,20,4,369,1,0
26,admin.,single,tertiary,3672,1,0,29,5,360,5,0
37,blue-collar,single,unknown,2188,0,0,16,5,193,8,0
27,management,single,secondary,924,1,0,3,2,84,1,0
32,technician,married,secondary,11431,0,0,12,8,141,5,0
44,blue-collar,married,primary,140,1,0,15,5,7,9,0
34,technician,divorced,secondary,27,1,0,26,5,133,3,0
39,management,married,tertiary,-468,1,1,8,8,88,2,0
30,services,single,secondary,438,1,0,18,5,98,1,0
44,admin.,divorced,secondary,-43,1,1,20,4,206,1,0
22,student,single,tertiary,1161,0,1,16,6,119,1,0
28,services,single,secondary,458,0,0,4,2,112,4,0
41,blue-collar,married,primary,-441,1,0,5,5,352,1,0
30,technician,married,secondary,2278,0,1,19,11,47,1,0
36,technician,single,secondary,0,0,0,28,8,8,13,0
39,services,married,secondary,702,1,0,8,4,303,1,0
38,technician,single,tertiary,69,1,0,13,5,253,3,0
31,services,married,secondary,182,0,0,20,8,231,2,0
29,management,married,tertiary,318,1,0,18,5,1434,2,0
42,blue-collar,married,primary,-181,1,0,15,5,297,3,0
27,technician,single,secondary,261,1,0,29,1,236,2,0
55,services,married,secondary,244,1,0,8,5,171,1,0
28,technician,married,secondary,880,1,0,26,5,188,1,0
47,technician,married,secondary,2283,1,0,21,11,170,2,0
49,technician,married,secondary,550,1,0,5,6,412,2,0
38,entrepreneur,married,tertiary,7752,1,0,15,7,138,4,0
53,technician,married,secondary,6,1,0,5,5,517,1,0
31,blue-collar,married,secondary,4471,1,0,9,5,296,2,0
57,housemaid,married,primary,1969,0,0,14,8,286,3,0
36,management,single,tertiary,219,0,0,3,2,22,6,0
38,management,married,tertiary,76,1,0,20,4,167,2,0
30,admin.,single,secondary,60,0,0,29,1,55,2,0
36,management,single,tertiary,8,0,0,29,7,858,7,0
29,services,married,secondary,19,1,0,29,7,327,6,0
32,admin.,married,secondary,20011,0,0,20,4,234,1,0
48,unemployed,married,primary,608,0,0,30,7,362,2,0
53,retired,married,primary,1068,0,0,28,1,200,1,0
35,technician,married,tertiary,-269,1,1,14,5,344,4,0
48,management,married,tertiary,494,0,0,29,8,81,8,0
31,entrepreneur,single,secondary,159,1,0,21,11,66,1,0
30,technician,single,secondary,-754,1,1,26,5,974,1,0
28,admin.,married,secondary,157,1,1,28,7,164,2,0
42,management,married,tertiary,2110,0,1,31,7,106,2,0
31,housemaid,married,primary,2603,1,0,18,11,224,1,0
36,management,single,secondary,992,0,0,6,6,351,1,0
43,technician,single,secondary,593,1,0,5,5,55,1,0
28,student,married,tertiary,327,1,0,15,5,104,3,0
34,management,single,tertiary,6766,0,0,28,8,210,5,0
36,technician,married,secondary,432,1,1,4,8,94,1,0
28,admin.,single,secondary,25,1,0,5,6,109,2,0
34,blue-collar,married,primary,5299,1,0,26,6,75,5,0
53,admin.,single,secondary,291,0,0,23,7,145,1,0
52,self-employed,married,secondary,517,0,0,26,8,77,4,0
44,unemployed,married,primary,97,1,0,5,6,105,3,0
58,self-employed,married,tertiary,1636,0,0,15,4,187,1,0
47,admin.,married,secondary,996,0,0,29,8,247,2,0
40,blue-collar,single,secondary,0,1,0,27,5,59,4,0
39,management,married,tertiary,710,1,0,11,7,211,2,0
33,self-employed,single,tertiary,1049,0,0,4,5,126,4,0
23,student,single,secondary,556,1,0,15,5,170,2,0
31,services,single,secondary,629,1,0,21,5,369,2,0
39,blue-collar,married,primary,186,1,0,16,5,208,3,0
42,management,divorced,tertiary,0,0,0,19,5,131,2,0
46,admin.,married,secondary,1264,0,0,28,1,100,2,0
22,student,single,secondary,64,0,0,4,6,112,1,0
50,technician,married,secondary,2497,1,0,21,11,35,1,0
50,technician,single,secondary,-97,1,0,8,4,425,1,0
34,management,married,tertiary,161,1,0,11,7,378,1,0
40,admin.,married,secondary,732,0,0,9,9,71,1,0
39,blue-collar,married,secondary,94,1,1,19,11,181,1,0
51,blue-collar,married,tertiary,2404,1,0,20,11,30,1,0
45,management,married,secondary,21,1,0,3,6,788,2,0
34,technician,single,tertiary,2658,1,0,31,3,265,1,0
30,self-employed,married,secondary,131,1,0,8,5,306,1,0
57,unemployed,married,primary,0,1,0,20,11,231,2,0
42,blue-collar,married,secondary,351,1,0,16,5,76,21,0
51,technician,married,secondary,564,0,1,8,7,187,2,0
38,blue-collar,married,primary,2240,1,0,19,11,551,1,0
60,self-employed,married,primary,46,1,0,6,5,202,4,0
38,blue-collar,married,primary,132,1,0,14,5,797,2,0
37,retired,married,secondary,71,0,1,8,5,254,1,0
34,management,single,tertiary,0,1,1,26,5,197,2,0
39,housemaid,married,primary,267,0,0,9,6,1151,5,0
55,services,married,secondary,841,1,0,15,5,140,9,0
48,blue-collar,married,primary,51,0,1,9,7,76,1,0
42,blue-collar,married,primary,7735,1,0,13,4,166,1,0
29,housemaid,married,primary,417,0,0,23,7,108,2,0
33,blue-collar,single,secondary,-14,1,0,14,5,223,2,0
35,blue-collar,married,primary,2490,1,0,18,5,170,1,0
28,admin.,married,secondary,0,1,0,7,5,47,1,0
26,blue-collar,single,secondary,184,0,0,3,2,110,2,0
40,services,single,secondary,19343,1,0,21,11,13,4,0
42,admin.,married,secondary,947,0,0,30,7,158,2,0
49,blue-collar,married,secondary,90,1,0,7,5,127,1,0
32,admin.,single,secondary,10218,1,0,19,11,149,2,0
33,technician,married,secondary,72,1,0,6,5,623,1,0
30,technician,single,secondary,120,1,0,18,5,74,1,0
20,student,single,secondary,130,0,0,4,5,75,3,0
51,blue-collar,married,unknown,41,1,0,9,7,16,43,0
38,blue-collar,single,primary,0,1,0,7,5,350,2,0
53,technician,married,tertiary,673,1,0,9,7,182,1,0
34,blue-collar,divorced,secondary,-131,1,0,7,5,132,1,0
30,blue-collar,married,primary,2607,1,0,28,5,158,10,0
36,unemployed,divorced,secondary,5,1,0,8,7,305,1,0
36,management,married,tertiary,23,0,0,26,8,133,11,0
39,blue-collar,married,secondary,180,1,0,16,4,237,1,0
33,technician,single,tertiary,68,0,0,14,8,96,2,0
42,management,married,tertiary,0,0,0,13,8,325,2,0
30,management,single,tertiary,565,1,0,26,10,104,1,0
23,technician,single,secondary,598,0,0,30,4,166,1,0
37,technician,single,tertiary,1609,0,1,20,6,10,19,0
77,retired,married,tertiary,1047,0,0,30,6,108,5,0
33,technician,married,tertiary,5641,0,0,18,8,168,2,0
33,blue-collar,single,primary,557,1,0,17,4,91,2,0
40,blue-collar,single,secondary,1066,1,0,21,5,171,1,0
58,retired,married,secondary,35,0,0,29,7,336,7,0
29,management,single,tertiary,54,1,1,26,5,257,3,0
43,management,single,tertiary,1806,1,0,12,8,161,2,0
34,blue-collar,single,secondary,39,0,0,13,5,254,2,0
38,admin.,divorced,secondary,0,1,0,21,7,93,1,0
38,admin.,divorced,secondary,930,1,0,5,5,46,1,0
40,blue-collar,married,primary,0,0,0,24,7,313,1,0
59,management,married,tertiary,2764,0,0,18,2,459,1,0
44,admin.,single,secondary,4492,0,1,31,7,19,13,0
60,retired,divorced,tertiary,2166,0,0,20,6,8,9,0
37,management,single,tertiary,0,0,0,20,10,107,1,0
50,admin.,married,secondary,1575,0,0,17,11,407,1,0
50,management,divorced,tertiary,201,1,0,24,7,248,1,0
35,admin.,married,tertiary,318,1,1,1,10,142,1,0
39,management,single,tertiary,1682,1,0,19,11,147,1,0
29,self-employed,married,tertiary,242,1,0,18,7,73,4,0
34,management,divorced,secondary,291,0,0,7,8,91,2,0
31,technician,divorced,secondary,304,0,0,2,2,133,2,0
51,housemaid,married,primary,108,0,0,16,6,278,2,0
46,blue-collar,married,primary,1303,0,0,4,8,174,1,0
27,admin.,single,secondary,292,1,0,12,5,53,9,0
61,retired,married,secondary,89,0,0,28,10,154,1,0
34,admin.,married,tertiary,788,1,0,5,2,269,1,0
30,blue-collar,single,secondary,573,1,0,12,5,116,2,0
58,management,married,tertiary,1318,0,0,16,7,184,1,0
30,technician,single,secondary,151,0,0,3,2,276,2,0
50,blue-collar,married,primary,-37,1,0,12,5,78,3,0
30,blue-collar,single,secondary,522,0,0,6,2,197,3,0
43,entrepreneur,married,primary,2315,1,1,14,5,42,1,0
35,services,divorced,secondary,-718,1,0,21,11,47,1,0
36,management,single,tertiary,4,1,0,7,7,529,1,0
46,entrepreneur,married,tertiary,-43,0,0,12,5,138,8,0
46,admin.,single,secondary,596,1,0,20,4,138,3,0
29,unemployed,single,secondary,670,1,0,26,9,6,1,0
48,blue-collar,married,primary,430,0,0,14,5,340,3,0
50,management,divorced,tertiary,60,0,0,19,8,255,2,0
53,admin.,divorced,secondary,0,1,1,30,4,586,2,0
38,entrepreneur,married,tertiary,678,0,1,18,11,82,2,0
27,management,married,tertiary,159,1,0,25,7,295,2,0
36,technician,married,secondary,1345,1,0,18,11,82,1,0
48,services,married,primary,483,0,0,6,8,119,2,0
59,unknown,married,unknown,2443,0,0,20,6,8,8,0
21,student,single,tertiary,1258,0,0,7,7,404,1,0
56,retired,divorced,secondary,389,1,0,18,6,379,5,0
57,admin.,divorced,secondary,0,0,0,9,9,121,2,0
41,blue-collar,married,secondary,2067,1,0,20,6,120,4,0
36,management,married,tertiary,332,1,0,22,5,566,7,0
45,management,married,tertiary,80,0,1,19,11,157,1,0
40,housemaid,married,secondary,84,1,1,12,6,230,7,0
30,admin.,single,secondary,2702,1,0,24,7,129,2,0
75,retired,divorced,primary,37127,0,0,11,2,505,1,0
35,technician,single,tertiary,0,1,0,28,8,46,2,0
58,admin.,married,secondary,1813,1,0,17,7,15,1,0
29,technician,single,secondary,1612,1,0,26,5,375,2,0
54,technician,single,secondary,198,1,1,17,11,120,1,0
28,blue-collar,single,secondary,1106,1,0,17,4,73,2,0
33,student,single,unknown,2321,0,0,15,4,699,2,0
56,admin.,married,secondary,33,0,1,19,11,111,1,0
50,management,married,tertiary,101,1,0,15,5,348,1,0
37,technician,single,secondary,-59,1,0,22,7,70,1,0
49,services,married,secondary,486,1,1,30,5,43,2,0
54,retired,married,primary,136,1,0,3,4,352,1,0
40,management,married,tertiary,193,0,0,18,8,105,6,0
33,technician,married,secondary,5083,0,0,27,10,161,1,0
48,management,married,unknown,0,1,0,8,5,612,1,0
43,management,married,tertiary,8,0,0,11,8,95,4,0
35,blue-collar,single,primary,21,1,0,27,5,129,1,0
55,technician,married,secondary,570,0,0,27,8,94,6,0
33,management,married,tertiary,644,1,1,3,2,124,2,0
41,technician,single,tertiary,1104,0,0,9,6,352,1,0
57,blue-collar,married,secondary,6004,1,0,12,8,157,6,0
50,self-employed,married,tertiary,1503,0,0,27,8,128,12,0
63,technician,married,secondary,896,1,0,28,1,115,3,0
33,technician,single,secondary,177,1,0,23,5,293,1,0
47,blue-collar,married,secondary,665,0,0,18,8,885,3,0
36,services,married,secondary,380,1,0,20,5,26,1,0
23,student,single,secondary,151,1,0,9,5,97,1,0
33,technician,single,tertiary,179,1,0,18,11,432,2,0
36,management,married,tertiary,4,0,1,29,7,261,6,0
47,blue-collar,married,secondary,116,1,0,8,5,376,2,0
39,management,married,tertiary,0,0,0,28,8,93,25,0
44,blue-collar,divorced,primary,-57,1,0,7,5,234,1,0
60,retired,married,primary,894,1,0,15,5,65,7,0
42,management,married,tertiary,478,0,1,8,7,165,1,0
32,technician,single,secondary,10,0,0,19,8,190,2,0
33,admin.,married,secondary,30,1,0,5,5,125,2,0
37,management,married,tertiary,578,1,0,8,8,401,4,0
33,management,single,tertiary,2360,1,0,20,11,268,1,0
59,retired,married,primary,-47,1,0,27,8,84,4,0
42,technician,married,tertiary,-805,0,0,8,8,103,6,0
59,management,married,tertiary,782,0,1,13,8,127,2,0
31,technician,single,secondary,1282,0,0,12,5,144,1,0
50,self-employed,single,secondary,766,1,0,7,5,253,2,0
29,blue-collar,single,secondary,348,1,0,9,5,185,2,0
36,entrepreneur,single,secondary,296,0,0,18,11,67,2,0
33,services,married,primary,908,1,1,14,7,184,2,0
38,admin.,divorced,secondary,0,0,0,5,6,56,1,0
33,management,single,tertiary,5276,0,0,4,11,572,1,0
36,entrepreneur,single,tertiary,658,1,0,16,6,61,3,0
36,management,single,tertiary,1089,1,0,30,5,126,1,0
44,admin.,married,secondary,1042,1,0,18,5,136,1,0
29,blue-collar,married,primary,544,0,1,21,7,121,4,0
44,blue-collar,married,primary,134,1,0,7,5,378,1,0
55,management,married,tertiary,73,1,0,5,5,142,2,0
38,blue-collar,single,secondary,13156,1,0,17,4,291,4,0
39,management,divorced,tertiary,30,0,1,3,2,265,4,0
45,blue-collar,married,primary,-66,1,0,6,5,263,2,0
36,management,single,tertiary,1373,1,0,20,5,144,2,0
36,management,married,tertiary,8564,1,0,23,5,125,1,0
59,retired,divorced,primary,81,1,0,5,5,107,1,0
41,admin.,married,tertiary,5426,1,0,14,5,149,2,0
29,self-employed,single,tertiary,16,1,0,6,5,43,1,0
50,management,single,tertiary,297,1,0,5,5,119,1,0
51,blue-collar,divorced,secondary,734,1,1,5,5,17,1,0
29,management,single,tertiary,1514,1,0,5,5,363,1,0
40,technician,single,secondary,153,0,0,7,8,125,2,0
36,student,married,primary,3503,0,0,6,6,31,1,0
49,technician,married,secondary,-849,1,1,27,5,197,1,0
45,technician,married,secondary,1441,1,0,18,11,93,1,0
40,management,married,tertiary,2487,0,0,30,4,126,1,0
31,management,married,tertiary,927,0,0,18,8,100,4,0
32,entrepreneur,married,tertiary,598,0,0,18,8,135,6,0
44,admin.,married,secondary,345,1,0,16,7,208,8,0
27,blue-collar,married,secondary,197,0,0,23,7,222,1,0
25,admin.,single,tertiary,220,0,0,26,5,68,1,0
56,services,married,secondary,9,0,1,20,8,285,2,0
59,retired,married,secondary,5678,1,0,14,5,238,2,0
31,management,single,tertiary,0,0,0,25,8,9,12,0
49,admin.,divorced,secondary,169,1,0,30,5,447,1,0
50,blue-collar,divorced,primary,388,0,0,5,2,701,1,0
42,unknown,single,unknown,61,0,0,20,6,115,1,0
37,management,married,tertiary,7100,0,0,20,11,757,2,0
36,blue-collar,single,secondary,219,1,1,11,5,270,2,0
53,blue-collar,married,secondary,-76,0,0,29,1,173,1,0
51,blue-collar,married,unknown,1432,0,0,9,7,388,1,0
42,blue-collar,married,secondary,879,1,0,18,11,140,1,0
47,housemaid,married,primary,0,1,0,24,7,193,1,0
40,self-employed,married,tertiary,1498,0,0,4,2,62,1,0
25,blue-collar,single,secondary,543,1,0,15,5,302,1,0
36,blue-collar,married,secondary,1797,1,1,17,11,166,1,0
80,retired,married,primary,2994,0,0,6,8,320,1,0
60,self-employed,married,secondary,1690,0,0,28,8,64,11,0
51,management,married,secondary,1573,0,0,28,8,72,18,0
59,housemaid,married,tertiary,0,0,1,29,7,376,2,0
80,retired,married,secondary,173,0,0,2,8,87,3,0
47,admin.,married,unknown,989,0,0,19,6,116,1,0
36,services,married,secondary,335,1,0,9,5,339,2,0
31,blue-collar,single,unknown,17,1,0,6,5,72,1,0
33,technician,married,secondary,-74,1,0,25,7,198,4,0
45,services,married,unknown,8319,0,0,15,6,75,2,0
33,blue-collar,single,secondary,15341,0,0,20,4,335,1,0
51,technician,married,secondary,52,0,0,13,8,114,2,0
51,unemployed,divorced,secondary,-56,1,0,19,11,544,3,0
48,blue-collar,married,primary,1670,0,0,17,6,145,1,0
34,technician,single,tertiary,370,0,0,11,8,116,2,0
28,management,single,tertiary,466,1,0,23,7,170,2,0
33,technician,single,secondary,2583,0,0,25,5,241,1,0
36,services,married,secondary,1177,1,1,3,2,50,5,0
40,self-employed,married,secondary,311,1,0,20,5,723,2,0
34,entrepreneur,married,tertiary,842,1,0,6,5,141,2,0
31,technician,single,tertiary,2744,1,0,8,8,309,2,0
49,technician,married,tertiary,503,0,0,1,7,297,2,0
35,management,single,tertiary,62,1,0,5,5,214,4,0
38,management,single,tertiary,4841,0,0,22,5,580,3,0
32,technician,married,secondary,253,1,0,21,11,76,1,0
33,blue-collar,married,secondary,842,0,0,29,8,111,4,0
39,admin.,married,unknown,378,0,0,20,6,17,5,0
30,services,married,secondary,637,1,0,15,5,69,5,0
53,admin.,divorced,secondary,-372,1,0,26,5,104,1,0
24,technician,single,secondary,135,1,1,18,5,250,1,0
52,entrepreneur,divorced,secondary,7,0,0,24,7,150,5,0
27,management,single,tertiary,446,0,0,23,6,205,3,0
36,admin.,single,secondary,1328,0,0,30,7,69,9,0
29,admin.,married,secondary,252,1,0,15,5,1223,3,0
47,blue-collar,married,secondary,125,0,0,8,7,210,2,0
43,blue-collar,married,secondary,1324,1,0,12,5,179,5,0
48,management,divorced,tertiary,-244,1,0,5,5,253,1,0
57,entrepreneur,married,unknown,657,0,0,12,6,344,1,0
25,management,single,tertiary,2140,0,0,1,10,81,1,0
43,services,divorced,secondary,5571,0,0,9,6,149,1,0
50,technician,married,secondary,103,1,0,12,5,79,6,0
54,technician,divorced,tertiary,2133,0,0,18,11,176,1,0
38,services,married,secondary,8876,0,0,19,11,636,1,0
41,housemaid,divorced,primary,22,1,0,18,11,238,3,0
35,admin.,married,secondary,3854,1,0,5,5,131,1,0
33,management,married,tertiary,32,0,0,29,8,27,7,0
51,technician,married,secondary,337,1,0,20,8,687,4,0
29,blue-collar,single,secondary,228,0,0,5,2,355,1,0
34,blue-collar,divorced,secondary,1125,1,1,19,11,141,2,0
51,management,married,tertiary,1612,1,0,18,11,61,2,0
58,housemaid,married,primary,1310,1,1,22,7,1226,2,0
50,services,divorced,secondary,-210,0,1,21,8,153,7,0
38,housemaid,married,secondary,0,1,0,23,7,157,1,0
57,entrepreneur,married,unknown,975,1,1,22,7,236,4,0
49,services,married,tertiary,306,1,0,18,8,285,7,0
42,blue-collar,married,primary,170,1,0,19,5,51,41,0
33,technician,single,tertiary,154,0,0,18,3,159,2,0
34,self-employed,married,tertiary,1972,1,0,23,7,61,2,0
36,admin.,single,tertiary,994,0,0,13,8,185,2,0
60,retired,divorced,tertiary,380,0,0,21,7,219,1,0
37,services,single,secondary,54,1,0,10,7,118,1,0
41,blue-collar,married,primary,512,1,0,6,5,233,2,0
36,management,single,tertiary,1027,1,0,4,6,151,1,0
56,unemployed,divorced,primary,1770,0,0,5,2,916,3,0
34,management,married,tertiary,13,1,0,30,7,99,3,0
33,unemployed,married,secondary,438,1,1,21,5,129,1,0
29,blue-collar,married,secondary,162,1,0,15,7,126,3,0
43,management,married,tertiary,-183,0,0,24,7,65,1,0
29,management,single,unknown,698,0,0,8,2,186,1,0
36,admin.,married,secondary,165,1,0,23,5,456,4,0
33,technician,single,secondary,3499,1,0,11,5,143,3,0
39,management,married,tertiary,378,1,1,5,5,127,2,0
26,technician,single,secondary,855,1,0,28,5,87,2,0
41,technician,single,secondary,32,1,0,7,5,162,1,0
36,unemployed,divorced,primary,0,0,0,4,7,304,3,0
31,management,single,tertiary,0,0,0,25,8,191,5,0
34,blue-collar,married,secondary,2994,1,0,15,5,358,1,0
28,blue-collar,married,secondary,1238,1,0,14,5,246,1,0
47,services,married,secondary,1717,0,0,20,8,216,9,0
41,admin.,single,secondary,224,1,0,12,5,22,8,0
39,technician,single,secondary,1048,1,1,8,4,201,2,0
53,admin.,divorced,secondary,592,1,0,13,5,151,1,0
45,self-employed,married,secondary,396,0,0,28,8,238,1,0
30,services,single,secondary,268,0,0,24,7,86,1,0
39,services,married,secondary,0,1,0,8,5,503,1,0
30,self-employed,single,secondary,5223,0,0,14,10,404,2,0
32,admin.,divorced,secondary,1611,1,1,13,5,93,1,0
66,retired,married,secondary,780,0,0,12,2,388,4,0
26,blue-collar,married,primary,399,1,0,22,7,1288,2,0
30,services,single,secondary,1649,1,0,23,5,206,1,0
42,services,single,unknown,974,0,0,30,7,73,2,0
44,management,married,tertiary,22,1,0,6,8,265,2,0
38,services,married,secondary,507,1,0,17,4,55,1,0
31,technician,divorced,secondary,10787,1,0,4,6,135,2,0
34,technician,married,secondary,-259,1,0,27,5,124,2,0
42,blue-collar,married,secondary,414,1,0,17,4,400,3,0
34,admin.,divorced,secondary,67,1,0,6,5,90,1,0
31,blue-collar,single,tertiary,328,1,0,14,5,414,1,0
30,technician,married,secondary,4,1,0,8,5,17,5,0
31,management,single,tertiary,471,0,0,29,8,153,2,0
47,blue-collar,married,primary,3038,1,0,14,7,151,2,0
52,blue-collar,married,secondary,2276,0,0,20,6,83,3,0
31,blue-collar,married,primary,-848,1,0,23,5,559,3,0
51,admin.,married,secondary,2662,0,0,28,1,148,2,0
48,services,married,secondary,2597,1,0,6,5,182,2,0
47,blue-collar,married,primary,550,1,0,7,5,113,1,0
55,retired,married,tertiary,357,1,0,30,4,878,1,0
58,entrepreneur,married,primary,1153,1,1,12,5,206,6,0
74,retired,married,tertiary,4912,0,0,21,10,129,3,0
30,technician,single,secondary,194,0,1,27,8,60,3,0
40,management,married,tertiary,0,0,0,28,7,165,5,0
50,blue-collar,married,primary,565,1,1,28,8,36,3,0
36,management,divorced,tertiary,649,0,0,16,7,237,2,0
26,admin.,divorced,secondary,-45,1,0,4,6,357,2,0
30,admin.,married,secondary,1310,0,0,27,10,3284,1,0
34,blue-collar,married,secondary,2308,1,0,7,5,1062,1,0
53,unemployed,single,secondary,4,0,0,30,7,259,3,0
42,blue-collar,married,secondary,1297,1,0,3,4,697,2,0
33,management,married,tertiary,1808,1,0,4,6,99,4,0
35,unemployed,married,secondary,2080,1,0,14,4,266,3,0
33,services,married,secondary,5034,1,0,8,5,207,3,0
41,admin.,divorced,secondary,322,1,0,6,5,87,4,0
40,blue-collar,married,secondary,679,1,0,17,4,642,2,0
32,management,single,tertiary,1742,0,0,5,6,231,2,0
54,management,married,tertiary,154,0,0,9,5,155,3,0
31,unemployed,single,tertiary,140,1,0,7,5,11,2,0
35,services,married,secondary,377,0,1,31,7,30,13,0
47,services,single,secondary,3644,0,0,9,6,83,2,0
48,blue-collar,married,primary,-50,1,0,14,5,212,6,0
50,management,married,tertiary,453,0,1,4,7,608,1,0
33,blue-collar,single,secondary,45,0,0,20,6,13,12,0
40,blue-collar,married,primary,46,1,0,6,5,119,1,0
60,retired,married,secondary,2060,0,0,29,6,135,4,0
68,retired,married,secondary,1316,0,0,4,3,92,5,0
54,blue-collar,married,unknown,-361,1,0,26,5,227,1,0
30,management,single,tertiary,349,0,0,12,8,180,3,0
42,blue-collar,single,primary,-68,1,1,26,5,167,1,0
57,retired,married,unknown,-157,0,0,28,8,31,9,0
28,management,single,tertiary,320,1,0,30,4,239,1,0
55,management,married,tertiary,86,0,0,16,6,64,1,0
42,blue-collar,married,secondary,681,1,0,18,11,203,1,0
49,housemaid,married,primary,0,1,0,25,7,42,3,0
41,management,divorced,tertiary,4567,1,1,16,7,106,1,0
31,technician,single,secondary,40,0,0,7,8,123,2,0
33,blue-collar,single,secondary,706,1,0,7,4,329,1,0
55,admin.,married,secondary,420,1,0,30,5,41,3,0
34,technician,single,tertiary,0,1,0,17,4,158,2,0
38,entrepreneur,married,secondary,65,0,0,5,2,173,1,0
46,blue-collar,married,secondary,-27,1,0,11,5,254,1,0
49,services,single,primary,114,1,0,7,5,99,2,0
44,technician,single,tertiary,678,0,0,3,2,111,1,0
57,technician,divorced,secondary,3105,1,0,14,5,173,11,0
44,housemaid,married,secondary,281,1,0,8,5,604,1,0
42,self-employed,married,tertiary,1932,1,0,16,5,192,32,0
37,management,divorced,tertiary,481,1,0,19,8,97,6,0
42,blue-collar,single,primary,156,1,0,15,5,7,4,0
33,blue-collar,married,secondary,0,1,1,31,7,16,43,0
31,blue-collar,married,secondary,557,1,1,27,5,185,1,0
34,admin.,married,secondary,1467,1,0,17,4,113,1,0
26,blue-collar,single,secondary,428,0,1,7,7,575,1,0
42,technician,married,secondary,994,1,0,25,5,365,5,0
41,technician,single,secondary,769,0,1,20,11,222,4,0
35,technician,married,tertiary,108,1,0,31,7,65,3,0
26,student,single,unknown,19,0,0,30,4,268,1,0
42,management,married,tertiary,199,1,0,9,7,497,1,0
36,blue-collar,married,primary,448,1,0,5,5,286,1,0
60,admin.,single,secondary,473,0,0,5,2,175,2,0
51,entrepreneur,married,primary,726,1,1,15,4,87,2,0
32,management,single,tertiary,0,0,0,22,8,148,2,0
46,blue-collar,married,secondary,536,1,0,15,5,164,2,0
31,blue-collar,single,secondary,2194,0,0,13,5,275,2,0
42,housemaid,divorced,secondary,1406,1,0,22,7,178,1,0
45,technician,married,secondary,44,1,0,5,5,95,4,0
31,management,divorced,tertiary,-6,0,1,22,8,119,6,0
41,technician,divorced,secondary,1631,1,0,12,8,173,2,0
28,blue-collar,single,secondary,4054,1,0,11,5,133,2,0
41,technician,divorced,secondary,75,0,0,20,8,351,2,0
36,student,single,unknown,172,0,0,12,6,81,1,0
41,blue-collar,married,secondary,356,1,0,14,5,90,5,0
40,blue-collar,married,secondary,1508,0,0,3,11,177,2,0
40,services,divorced,secondary,49,0,1,18,7,191,1,0
58,blue-collar,married,secondary,544,0,0,17,6,97,1,0
32,management,married,tertiary,-383,1,0,27,5,241,1,0
30,technician,married,tertiary,606,1,0,30,4,551,1,0
43,management,divorced,tertiary,-410,0,1,9,7,189,1,0
33,technician,single,tertiary,469,0,0,26,8,158,9,0
30,management,single,tertiary,2,0,0,23,3,269,1,0
37,services,divorced,secondary,241,1,0,14,5,189,1,0
40,technician,divorced,secondary,0,0,0,29,8,299,3,0
39,services,single,secondary,322,1,0,11,5,35,1,0
39,management,divorced,tertiary,2193,1,1,2,6,550,3,0
26,entrepreneur,married,tertiary,144,0,1,25,7,730,1,0
35,services,married,secondary,0,1,0,24,7,810,1,0
59,management,married,unknown,3428,1,1,19,11,103,1,0
31,entrepreneur,married,secondary,10,1,1,29,1,161,3,0
36,management,single,tertiary,1841,1,0,25,8,141,4,0
26,technician,single,secondary,84,1,0,29,7,70,3,0
36,housemaid,married,primary,622,0,0,20,6,55,5,0
59,technician,married,primary,309,0,1,29,7,25,5,0
42,services,married,secondary,154,1,0,14,5,346,5,0
35,blue-collar,married,secondary,1949,1,0,2,6,200,3,0
59,blue-collar,married,secondary,2605,0,0,30,1,85,2,0
44,technician,married,secondary,5163,0,0,11,8,48,2,0
34,management,married,tertiary,557,1,0,16,7,513,1,0
36,technician,divorced,tertiary,119,0,0,23,7,127,8,0
43,management,married,tertiary,0,1,0,5,2,280,2,0
45,unknown,married,unknown,356,0,0,11,8,212,2,0
29,technician,single,secondary,1395,1,0,26,5,61,1,0
29,services,single,secondary,20,1,0,15,5,431,1,0
40,technician,married,tertiary,84,0,0,28,8,715,8,0
31,blue-collar,single,secondary,609,1,0,14,4,1126,1,0
29,technician,single,secondary,1856,1,1,18,5,134,1,0
37,services,single,secondary,608,0,0,14,5,380,3,0
35,admin.,single,secondary,0,0,1,7,7,480,1,0
